novelty_mode,transcriptid,chunk_index,exec_turn_index,componentorder,transcriptcomponentid,speakertypename
full_turns,484463,12,,12,22362784,Executives
full_turns,484463,13,,13,22362785,Analysts
full_turns,484463,16,,16,22362788,Executives
full_turns,484463,20,,20,22362792,Executives
full_turns,484463,21,,21,22362793,Analysts
full_turns,484463,22,,22,22362794,Executives
full_turns,484463,24,,24,22362796,Analysts
full_turns,484463,25,,25,22362797,Executives
full_turns,484463,26,,26,22362798,Executives
full_turns,484463,28,,28,22362800,Analysts
full_turns,484463,29,,29,22362801,Executives
full_turns,484463,31,,31,22362803,Analysts
full_turns,484463,33,,33,22362805,Analysts
full_turns,484463,34,,34,22362806,Executives
full_turns,484463,35,,35,22362807,Analysts
full_turns,484463,36,,36,22362808,Executives
full_turns,484463,37,,37,22362809,Analysts
full_turns,484463,38,,38,22362810,Executives
full_turns,484463,41,,41,22362813,Analysts
full_turns,484463,42,,42,22362814,Executives
full_turns,484463,43,,43,22362815,Executives
full_turns,484463,45,,45,22362817,Executives
full_turns,484463,47,,47,22362819,Analysts
full_turns,484463,48,,48,22362820,Executives
full_turns,484463,50,,50,22362822,Analysts
full_turns,484463,52,,52,22362824,Executives
full_turns,484463,53,,53,22362825,Analysts
full_turns,484463,57,,57,22362829,Analysts
full_turns,484463,59,,59,22362831,Analysts
full_turns,484463,60,,60,22362832,Executives
full_turns,484463,61,,61,22362833,Analysts
full_turns,484463,62,,62,22362834,Executives
full_turns,484463,64,,64,22362836,Analysts
full_turns,484463,65,,65,22362837,Executives
full_turns,484463,66,,66,22362838,Analysts
full_turns,484463,68,,69,22362841,Executives
full_turns,484661,5,,5,22371888,Analysts
full_turns,484661,6,,6,22371889,Executives
full_turns,484661,7,,7,22371890,Analysts
full_turns,484661,8,,8,22371891,Executives
full_turns,484661,10,,11,22371894,Executives
full_turns,484661,15,,16,22371899,Executives
full_turns,484661,19,,20,22371903,Analysts
full_turns,484661,20,,21,22371904,Executives
full_turns,484661,22,,23,22371906,Executives
full_turns,484661,26,,27,22371910,Analysts
full_turns,484661,28,,29,22371912,Analysts
full_turns,484661,29,,30,22371913,Executives
full_turns,484661,30,,31,22371914,Analysts
full_turns,484661,33,,34,22371917,Executives
full_turns,484661,34,,35,22371918,Analysts
full_turns,484661,37,,38,22371921,Analysts
full_turns,484661,38,,39,22371922,Executives
full_turns,484661,39,,40,22371923,Analysts
full_turns,484661,40,,41,22371924,Executives
full_turns,484661,42,,43,22371926,Executives
full_turns,484661,46,,47,22371930,Analysts
full_turns,484661,47,,48,22371931,Executives
full_turns,484661,50,,52,22371935,Analysts
full_turns,484661,51,,53,22371936,Executives
full_turns,484661,52,,54,22371937,Analysts
full_turns,484661,53,,55,22371938,Executives
full_turns,484661,55,,57,22371940,Analysts
full_turns,484661,56,,58,22371941,Executives
full_turns,484661,59,,61,22371944,Analysts
full_turns,484661,60,,62,22371945,Executives
full_turns,484661,61,,63,22371946,Analysts
full_turns,484661,64,,66,22371949,Analysts
full_turns,484661,65,,67,22371950,Executives
full_turns,484661,68,,70,22371953,Executives
full_turns,484661,69,,71,22371954,Analysts
full_turns,484661,70,,72,22371955,Executives
full_turns,484661,72,,74,22371957,Analysts
full_turns,484661,73,,75,22371958,Executives
full_turns,484661,77,,79,22371962,Analysts
full_turns,484661,78,,80,22371963,Executives
full_turns,484661,79,,81,22371964,Analysts
full_turns,484661,80,,82,22371965,Executives
full_turns,484661,83,,85,22371968,Executives
full_turns,484661,87,,89,22371972,Executives
full_turns,484661,89,,91,22371974,Executives
full_turns,484661,90,,92,22371975,Analysts
full_turns,484661,91,,93,22371976,Executives
full_turns,484661,93,,95,22371978,Analysts
full_turns,484661,94,,96,22371979,Executives
full_turns,484689,5,,5,22373248,Analysts
full_turns,484689,6,,6,22373249,Executives
full_turns,484689,8,,8,22373251,Analysts
full_turns,484689,9,,9,22373252,Executives
full_turns,484689,11,,11,22373254,Analysts
full_turns,484689,12,,12,22373255,Executives
full_turns,484689,14,,14,22373257,Analysts
full_turns,484689,15,,15,22373258,Executives
full_turns,484689,17,,17,22373260,Analysts
full_turns,484689,18,,18,22373261,Executives
full_turns,484689,20,,20,22373263,Analysts
full_turns,484689,21,,21,22373264,Executives
full_turns,484689,23,,23,22373266,Executives
full_turns,484689,24,,24,22373267,Analysts
full_turns,484689,28,,28,22373271,Executives
full_turns,484689,30,,30,22373273,Analysts
full_turns,484689,31,,31,22373274,Executives
full_turns,484689,35,,35,22373278,Analysts
full_turns,484689,36,,36,22373279,Executives
full_turns,484689,40,,41,22373284,Executives
full_turns,484689,41,,42,22373285,Analysts
full_turns,484689,42,,43,22373286,Executives
full_turns,484689,43,,44,22373287,Analysts
full_turns,484689,44,,45,22373288,Executives
full_turns,484689,46,,47,22373290,Analysts
full_turns,484689,47,,48,22373291,Executives
full_turns,484689,48,,49,22373292,Analysts
full_turns,484689,49,,50,22373293,Executives
full_turns,484689,51,,52,22373295,Analysts
full_turns,484689,52,,53,22373296,Executives
full_turns,484689,54,,55,22373298,Executives
full_turns,484715,4,,4,22374502,Executives
full_turns,484715,5,,5,22374503,Analysts
full_turns,484715,6,,6,22374504,Executives
full_turns,484715,7,,7,22374505,Executives
full_turns,484715,10,,10,22374508,Executives
full_turns,484715,11,,11,22374509,Analysts
full_turns,484715,12,,12,22374510,Executives
full_turns,484715,14,,14,22374512,Executives
full_turns,484715,16,,16,22374514,Analysts
full_turns,484715,21,,21,22374519,Executives
full_turns,484715,23,,23,22374521,Analysts
full_turns,484715,24,,24,22374522,Executives
full_turns,484715,25,,25,22374523,Executives
full_turns,484715,30,,30,22374528,Analysts
full_turns,484715,32,,32,22374530,Executives
full_turns,484715,33,,33,22374531,Analysts
full_turns,484715,34,,34,22374532,Executives
full_turns,484715,35,,35,22374533,Executives
full_turns,484715,39,,39,22374537,Executives
full_turns,484715,40,,40,22374538,Executives
full_turns,484715,41,,41,22374539,Analysts
full_turns,484715,44,,44,22374542,Analysts
full_turns,484715,47,,47,22374545,Analysts
full_turns,484715,50,,50,22374548,Executives
full_turns,484715,52,,52,22374550,Analysts
full_turns,484715,53,,53,22374551,Executives
full_turns,484715,54,,54,22374552,Analysts
full_turns,484715,55,,55,22374553,Executives
full_turns,484715,57,,57,22374555,Analysts
full_turns,484715,60,,60,22374558,Analysts
full_turns,484715,61,,61,22374559,Executives
full_turns,484715,62,,62,22374560,Analysts
full_turns,484715,63,,63,22374561,Executives
full_turns,484715,66,,66,22374564,Analysts
full_turns,484715,68,,68,22374566,Analysts
full_turns,484715,69,,69,22374567,Executives
full_turns,484715,71,,71,22374569,Analysts
full_turns,484715,73,,73,22374571,Executives
full_turns,484770,5,,5,22376518,Analysts
full_turns,484770,7,,7,22376520,Analysts
full_turns,484770,8,,8,22376521,Executives
full_turns,484770,10,,10,22376523,Analysts
full_turns,484770,12,,12,22376525,Executives
full_turns,484770,14,,14,22376527,Executives
full_turns,484770,16,,16,22376529,Executives
full_turns,484770,18,,18,22376531,Analysts
full_turns,484770,19,,19,22376532,Executives
full_turns,484770,20,,20,22376533,Analysts
full_turns,484770,21,,21,22376534,Executives
full_turns,484770,22,,22,22376535,Analysts
full_turns,484770,23,,23,22376536,Executives
full_turns,484770,24,,24,22376537,Executives
full_turns,484770,28,,28,22376541,Analysts
full_turns,484770,29,,29,22376542,Executives
full_turns,484770,30,,30,22376543,Executives
full_turns,484770,33,,33,22376546,Executives
full_turns,484770,36,,36,22376549,Executives
full_turns,484770,42,,43,22376556,Analysts
full_turns,484770,43,,44,22376557,Executives
full_turns,484770,44,,45,22376558,Analysts
full_turns,484770,45,,46,22376559,Executives
full_turns,484770,47,,48,22376561,Analysts
full_turns,484770,49,,50,22376563,Executives
full_turns,484770,51,,52,22376565,Executives
full_turns,484770,54,,55,22376568,Executives
full_turns,485155,7,,7,22397037,Analysts
full_turns,485155,8,,8,22397038,Executives
full_turns,485155,9,,9,22397039,Analysts
full_turns,485155,12,,12,22397042,Executives
full_turns,485155,14,,14,22397044,Analysts
full_turns,485155,17,,17,22397047,Executives
full_turns,485155,19,,19,22397049,Executives
full_turns,485155,21,,21,22397051,Executives
full_turns,485155,22,,22,22397052,Executives
full_turns,485155,24,,24,22397054,Analysts
full_turns,485155,26,,26,22397056,Analysts
full_turns,485155,28,,28,22397058,Analysts
full_turns,485155,29,,29,22397059,Executives
full_turns,485155,31,,31,22397061,Analysts
full_turns,485155,32,,32,22397062,Executives
full_turns,485155,33,,33,22397063,Analysts
full_turns,485155,34,,34,22397064,Executives
full_turns,485155,35,,35,22397065,Analysts
full_turns,485155,36,,36,22397066,Executives
full_turns,485155,37,,37,22397067,Executives
full_turns,485155,38,,38,22397068,Executives
full_turns,485155,40,,40,22397070,Analysts
full_turns,485155,41,,41,22397071,Executives
full_turns,485155,42,,42,22397072,Executives
full_turns,485155,44,,44,22397074,Executives
full_turns,485155,49,,49,22397079,Executives
full_turns,485155,52,,52,22397082,Analysts
full_turns,485155,53,,53,22397083,Executives
full_turns,485155,54,,54,22397084,Executives
full_turns,485192,7,,7,22398658,Executives
full_turns,485192,9,,9,22398660,Executives
full_turns,485192,10,,10,22398661,Analysts
full_turns,485192,11,,11,22398662,Executives
full_turns,485192,15,,15,22398666,Analysts
full_turns,485192,17,,17,22398668,Executives
full_turns,485192,20,,20,22398671,Executives
full_turns,485192,21,,21,22398672,Analysts
full_turns,485192,22,,22,22398673,Executives
full_turns,485192,24,,24,22398675,Executives
full_turns,485192,29,,29,22398680,Executives
full_turns,485192,30,,30,22398681,Analysts
full_turns,485192,31,,31,22398682,Executives
full_turns,485192,33,,33,22398684,Analysts
full_turns,485192,34,,34,22398685,Executives
full_turns,485192,35,,35,22398686,Analysts
full_turns,485192,36,,36,22398687,Executives
full_turns,485192,38,,38,22398689,Analysts
full_turns,485192,41,,41,22398692,Analysts
full_turns,485192,42,,42,22398693,Executives
full_turns,485192,43,,43,22398694,Executives
full_turns,485192,45,,45,22398696,Executives
full_turns,485192,50,,50,22398701,Executives
full_turns,485192,53,,53,22398704,Analysts
full_turns,485192,54,,54,22398705,Executives
full_turns,485192,58,,58,22398709,Analysts
full_turns,485192,59,,59,22398710,Executives
full_turns,485192,60,,60,22398711,Executives
full_turns,485192,62,,62,22398713,Analysts
full_turns,485192,63,,63,22398714,Executives
full_turns,485192,65,,65,22398716,Executives
full_turns,485192,66,,66,22398717,Analysts
full_turns,485192,69,,69,22398720,Analysts
full_turns,485192,70,,70,22398721,Executives
full_turns,485192,72,,72,22398723,Executives
full_turns,485192,73,,73,22398724,Analysts
full_turns,485192,78,,78,22398729,Analysts
full_turns,485192,79,,79,22398730,Executives
full_turns,485192,82,,83,22398734,Analysts
full_turns,485192,83,,84,22398735,Executives
full_turns,485192,84,,85,22398736,Executives
full_turns,485192,85,,86,22398737,Analysts
full_turns,485192,87,,88,22398739,Executives
full_turns,485192,89,,90,22398741,Analysts
full_turns,485192,90,,91,22398742,Executives
full_turns,485192,92,,93,22398744,Executives
full_turns,485192,94,,95,22398746,Executives
full_turns,485192,95,,96,22398747,Analysts
full_turns,485192,98,,99,22398750,Analysts
full_turns,485192,99,,100,22398751,Executives
full_turns,485192,102,,103,22398754,Analysts
full_turns,485192,103,,104,22398755,Executives
full_turns,485192,105,,106,22398757,Analysts
full_turns,485192,107,,108,22398759,Analysts
full_turns,485192,108,,109,22398760,Executives
full_turns,485211,7,,7,22399783,Analysts
full_turns,485211,8,,8,22399784,Executives
full_turns,485211,10,,10,22399786,Analysts
full_turns,485211,11,,11,22399787,Executives
full_turns,485211,13,,13,22399789,Executives
full_turns,485211,15,,15,22399791,Analysts
full_turns,485211,16,,16,22399792,Executives
full_turns,485211,18,,18,22399794,Analysts
full_turns,485211,21,,21,22399797,Analysts
full_turns,485211,30,,30,22399806,Analysts
full_turns,485211,31,,31,22399807,Executives
full_turns,485211,33,,33,22399809,Analysts
full_turns,485211,34,,34,22399810,Executives
full_turns,485211,36,,37,22399813,Analysts
full_turns,485211,37,,38,22399814,Executives
full_turns,485211,39,,40,22399816,Analysts
full_turns,485211,42,,43,22399819,Analysts
full_turns,485211,46,,47,22399823,Executives
full_turns,485211,49,,50,22399826,Executives
full_turns,485211,54,,55,22399831,Analysts
full_turns,485211,55,,56,22399832,Executives
full_turns,485580,8,,8,22419460,Analysts
full_turns,485580,9,,9,22419461,Executives
full_turns,485580,10,,10,22419462,Analysts
full_turns,485580,11,,11,22419463,Executives
full_turns,485580,14,,15,22419467,Analysts
full_turns,485580,16,,17,22419469,Analysts
full_turns,485580,17,,18,22419470,Executives
full_turns,485580,18,,19,22419471,Analysts
full_turns,485580,19,,20,22419472,Executives
full_turns,485580,28,,29,22419481,Executives
full_turns,485580,31,,32,22419484,Executives
full_turns,485580,36,,38,22419490,Executives
full_turns,485580,38,,43,22419495,Analysts
full_turns,485580,39,,44,22419496,Executives
full_turns,485580,40,,45,22419497,Analysts
full_turns,485580,47,,52,22419504,Executives
full_turns,485580,48,,53,22419505,Analysts
full_turns,485580,49,,54,22419506,Executives
full_turns,485580,51,,56,22419508,Analysts
full_turns,485580,52,,57,22419509,Executives
full_turns,485580,54,,59,22419511,Analysts
full_turns,485580,56,,61,22419513,Analysts
full_turns,485580,61,,67,22419519,Executives
full_turns,485580,64,,70,22419522,Analysts
full_turns,485580,65,,71,22419523,Executives
full_turns,485580,67,,74,22419526,Executives
full_turns,485580,68,,76,22419528,Executives
full_turns,485580,70,,78,22419530,Analysts
full_turns,485580,71,,79,22419531,Executives
full_turns,485580,72,,80,22419532,Executives
full_turns,485580,73,,81,22419533,Analysts
full_turns,485580,76,,84,22419536,Executives
full_turns,485580,77,,85,22419537,Executives
full_turns,485580,80,,89,22419541,Analysts
full_turns,485580,81,,90,22419542,Executives
full_turns,485580,87,,96,22419548,Analysts
full_turns,485580,90,,99,22419551,Executives
full_turns,485580,91,,100,22419552,Executives
full_turns,485580,92,,101,22419553,Analysts
full_turns,485580,93,,102,22419554,Executives
full_turns,485580,96,,105,22419557,Executives
full_turns,485580,98,,109,22419561,Analysts
full_turns,485580,99,,110,22419562,Executives
full_turns,485580,100,,111,22419563,Analysts
full_turns,485580,101,,112,22419564,Executives
full_turns,485908,7,,7,22439791,Executives
full_turns,485908,9,,9,22439793,Analysts
full_turns,485908,10,,10,22439794,Executives
full_turns,485908,13,,13,22439797,Analysts
full_turns,485908,14,,14,22439798,Executives
full_turns,485908,16,,16,22439800,Analysts
full_turns,485908,17,,17,22439801,Executives
full_turns,485908,18,,18,22439802,Executives
full_turns,485908,20,,20,22439804,Analysts
full_turns,485908,22,,22,22439806,Executives
full_turns,485908,24,,24,22439808,Analysts
full_turns,485908,25,,25,22439809,Executives
full_turns,485908,27,,27,22439811,Analysts
full_turns,485908,28,,28,22439812,Executives
full_turns,485908,31,,31,22439815,Executives
full_turns,485908,33,,33,22439817,Analysts
full_turns,485908,34,,34,22439818,Executives
full_turns,485908,37,,37,22439821,Executives
full_turns,485908,39,,39,22439823,Analysts
full_turns,485908,40,,40,22439824,Executives
full_turns,485908,42,,42,22439826,Analysts
full_turns,485908,46,,46,22439830,Executives
full_turns,485908,48,,48,22439832,Analysts
full_turns,485908,49,,49,22439833,Executives
full_turns,485908,50,,50,22439834,Executives
full_turns,485908,52,,52,22439836,Analysts
full_turns,485908,53,,53,22439837,Executives
full_turns,485908,55,,55,22439839,Analysts
full_turns,485908,56,,56,22439840,Executives
full_turns,485908,59,,59,22439843,Executives
full_turns,485908,65,,65,22439849,Analysts
full_turns,485908,66,,66,22439850,Executives
full_turns,485908,67,,67,22439851,Executives
full_turns,486030,11,,12,22446012,Executives
full_turns,486030,12,,13,22446013,Executives
full_turns,486030,20,,21,22446021,Attendees
full_turns,486030,21,,22,22446022,Executives
full_turns,486030,23,,24,22446024,Executives
full_turns,486030,24,,25,22446025,Analysts
full_turns,486030,25,,26,22446026,Executives
full_turns,486030,28,,30,22446030,Analysts
full_turns,486030,32,,34,22446034,Executives
full_turns,486030,33,,35,22446035,Analysts
full_turns,486030,34,,36,22446036,Executives
full_turns,486030,39,,41,22446041,Attendees
full_turns,486030,41,,43,22446043,Attendees
full_turns,486030,42,,44,22446044,Executives
full_turns,486030,45,,47,22446047,Attendees
full_turns,486030,46,,48,22446048,Executives
full_turns,486030,47,,49,22446049,Attendees
full_turns,486030,48,,50,22446050,Executives
full_turns,486030,49,,51,22446051,Analysts
full_turns,486030,50,,52,22446052,Executives
full_turns,486030,52,,54,22446054,Analysts
full_turns,486030,53,,55,22446055,Executives
full_turns,486030,54,,56,22446056,Analysts
full_turns,486030,55,,57,22446057,Executives
full_turns,486030,56,,58,22446058,Attendees
full_turns,486030,57,,59,22446059,Executives
full_turns,486030,58,,60,22446060,Attendees
full_turns,486030,60,,62,22446062,Attendees
full_turns,486030,61,,63,22446063,Executives
full_turns,486030,65,,67,22446067,Executives
full_turns,486030,66,,68,22446068,Analysts
full_turns,486030,67,,69,22446069,Executives
full_turns,486030,68,,70,22446070,Executives
full_turns,486030,70,,72,22446072,Attendees
full_turns,486030,89,,93,22446093,Executives
full_turns,486030,97,,102,22446102,Attendees
full_turns,486030,102,,107,22446107,Executives
full_turns,486030,106,,111,22446111,Analysts
full_turns,486030,107,,112,22446112,Executives
full_turns,486030,114,,119,22446119,Executives
full_turns,486628,5,,5,22476830,Analysts
full_turns,486628,7,,7,22476832,Analysts
full_turns,486628,9,,9,22476834,Executives
full_turns,486628,11,,11,22476836,Analysts
full_turns,486628,12,,12,22476837,Executives
full_turns,486628,13,,13,22476838,Analysts
full_turns,486628,14,,14,22476839,Executives
full_turns,486628,16,,16,22476841,Analysts
full_turns,486628,17,,17,22476842,Executives
full_turns,486628,20,,20,22476845,Analysts
full_turns,486628,21,,21,22476846,Executives
full_turns,486628,22,,22,22476847,Executives
full_turns,486628,23,,23,22476848,Analysts
full_turns,486628,24,,24,22476849,Executives
full_turns,486628,26,,26,22476851,Analysts
full_turns,486628,30,,30,22476855,Analysts
full_turns,486628,31,,31,22476856,Executives
full_turns,486628,33,,33,22476858,Analysts
full_turns,486628,34,,34,22476859,Executives
full_turns,486628,37,,37,22476862,Analysts
full_turns,486628,43,,43,22476868,Executives
full_turns,486628,45,,45,22476870,Analysts
full_turns,486628,52,,52,22476877,Analysts
full_turns,486628,53,,53,22476878,Executives
full_turns,486628,55,,55,22476880,Executives
full_turns,486628,57,,57,22476882,Analysts
full_turns,486628,58,,58,22476883,Executives
full_turns,486628,62,,62,22476887,Executives
full_turns,486916,5,,5,22491414,Analysts
full_turns,486916,8,,8,22491417,Analysts
full_turns,486916,9,,10,22491419,Executives
full_turns,486916,11,,12,22491421,Analysts
full_turns,486916,14,,15,22491424,Analysts
full_turns,486916,16,,18,22491427,Executives
full_turns,486937,6,,6,22492323,Executives
full_turns,486937,10,,10,22492327,Executives
full_turns,486937,12,,12,22492329,Analysts
full_turns,486937,13,,13,22492330,Executives
full_turns,486937,14,,14,22492331,Analysts
full_turns,486937,15,,15,22492332,Executives
full_turns,486937,17,,17,22492334,Analysts
full_turns,486937,20,,20,22492337,Executives
full_turns,486937,21,,21,22492338,Analysts
full_turns,486937,22,,22,22492339,Executives
full_turns,486937,24,,24,22492341,Analysts
full_turns,486937,25,,25,22492342,Executives
full_turns,486937,26,,26,22492343,Analysts
full_turns,486937,27,,27,22492344,Executives
full_turns,486937,29,,29,22492346,Analysts
full_turns,486937,30,,30,22492347,Executives
full_turns,486937,32,,32,22492349,Executives
full_turns,486937,34,,34,22492351,Analysts
full_turns,486937,35,,35,22492352,Executives
full_turns,486937,37,,37,22492354,Analysts
full_turns,486937,38,,38,22492355,Executives
full_turns,486937,40,,40,22492357,Executives
full_turns,486937,47,,47,22492364,Analysts
full_turns,486937,48,,48,22492365,Executives
full_turns,486937,50,,50,22492367,Executives
full_turns,486937,52,,52,22492369,Analysts
full_turns,486937,53,,53,22492370,Executives
full_turns,486937,55,,55,22492372,Executives
full_turns,486937,57,,57,22492374,Executives
full_turns,486937,60,,60,22492377,Executives
full_turns,486937,64,,64,22492381,Analysts
full_turns,486989,5,,5,22494181,Analysts
full_turns,486989,7,,7,22494183,Executives
full_turns,486989,10,,11,22494187,Analysts
full_turns,486989,12,,13,22494189,Executives
full_turns,486989,13,,15,22494191,Executives
full_turns,486989,14,,17,22494193,Executives
full_turns,486989,16,,19,22494195,Analysts
full_turns,486989,17,,20,22494196,Executives
full_turns,486989,19,,22,22494198,Analysts
full_turns,486989,21,,24,22494200,Executives
full_turns,486989,22,,25,22494201,Executives
full_turns,486989,23,,26,22494202,Executives
full_turns,486989,25,,28,22494204,Analysts
full_turns,486989,26,,29,22494205,Executives
full_turns,486989,27,,30,22494206,Executives
full_turns,486989,29,,32,22494208,Analysts
full_turns,486989,30,,33,22494209,Executives
full_turns,486989,32,,36,22494212,Executives
full_turns,486989,34,,38,22494214,Analysts
full_turns,486989,35,,39,22494215,Executives
full_turns,486989,37,,41,22494217,Analysts
full_turns,486989,39,,43,22494219,Executives
full_turns,486989,40,,44,22494220,Executives
full_turns,486989,41,,45,22494221,Executives
full_turns,486989,43,,47,22494223,Analysts
full_turns,486989,48,,53,22494229,Executives
full_turns,486989,49,,54,22494230,Executives
full_turns,486989,50,,55,22494231,Executives
full_turns,486989,52,,57,22494233,Analysts
full_turns,486989,53,,58,22494234,Executives
full_turns,486989,54,,59,22494235,Executives
full_turns,486989,55,,61,22494237,Executives
full_turns,486989,57,,63,22494239,Analysts
full_turns,486989,60,,66,22494242,Executives
full_turns,486989,62,,68,22494244,Executives
full_turns,487162,3,,3,22500278,Analysts
full_turns,487162,4,,4,22500279,Executives
full_turns,487162,5,,5,22500280,Analysts
full_turns,487162,6,,6,22500281,Executives
full_turns,487162,8,,8,22500283,Analysts
full_turns,487162,9,,9,22500284,Executives
full_turns,487162,11,,11,22500286,Executives
full_turns,487162,13,,13,22500288,Analysts
full_turns,487162,14,,14,22500289,Executives
full_turns,487162,15,,15,22500290,Analysts
full_turns,487162,17,,17,22500292,Analysts
full_turns,487162,18,,18,22500293,Executives
full_turns,487162,20,,20,22500295,Analysts
full_turns,487162,21,,21,22500296,Executives
full_turns,487162,22,,22,22500297,Executives
full_turns,487162,27,,27,22500302,Analysts
full_turns,487162,28,,28,22500303,Executives
full_turns,487162,29,,29,22500304,Analysts
full_turns,487162,31,,31,22500306,Analysts
full_turns,487162,32,,32,22500307,Executives
full_turns,487162,33,,33,22500308,Analysts
full_turns,487162,34,,34,22500309,Executives
full_turns,487162,36,,36,22500311,Analysts
full_turns,487162,37,,37,22500312,Executives
full_turns,487162,39,,39,22500314,Executives
full_turns,487162,41,,41,22500316,Executives
full_turns,487162,46,,46,22500321,Analysts
full_turns,487162,47,,47,22500322,Executives
full_turns,487162,48,,48,22500323,Analysts
full_turns,487162,49,,49,22500324,Executives
full_turns,487162,50,,50,22500325,Analysts
full_turns,487162,51,,51,22500326,Executives
full_turns,487162,52,,52,22500327,Executives
full_turns,487585,7,,7,22521992,Analysts
full_turns,487585,8,,8,22521993,Executives
full_turns,487585,9,,9,22521994,Executives
full_turns,487585,11,,11,22521996,Analysts
full_turns,487585,12,,12,22521997,Executives
full_turns,487585,13,,13,22521998,Analysts
full_turns,487585,14,,14,22521999,Executives
full_turns,487585,16,,16,22522001,Analysts
full_turns,487585,17,,17,22522002,Executives
full_turns,487585,19,,19,22522004,Analysts
full_turns,487585,20,,20,22522005,Executives
full_turns,487585,22,,22,22522007,Analysts
full_turns,487585,23,,23,22522008,Executives
full_turns,487585,24,,24,22522009,Executives
full_turns,487585,26,,26,22522011,Analysts
full_turns,487585,27,,27,22522012,Executives
full_turns,487585,32,,35,22522020,Analysts
full_turns,487585,33,,36,22522021,Executives
full_turns,487585,35,,38,22522023,Analysts
full_turns,487585,36,,39,22522024,Executives
full_turns,487585,38,,41,22522026,Analysts
full_turns,487585,39,,42,22522027,Executives
full_turns,487585,40,,43,22522028,Executives
full_turns,487585,43,,46,22522031,Executives
full_turns,487585,45,,48,22522033,Analysts
full_turns,487585,47,,51,22522036,Executives
full_turns,487585,48,,52,22522037,Executives
full_turns,487585,50,,54,22522039,Analysts
full_turns,487585,51,,55,22522040,Executives
full_turns,487585,52,,56,22522041,Executives
full_turns,487585,54,,58,22522043,Analysts
full_turns,487585,55,,59,22522044,Executives
full_turns,487630,5,,5,22524316,Analysts
full_turns,487630,6,,6,22524317,Executives
full_turns,487630,9,,9,22524320,Executives
full_turns,487630,10,,10,22524321,Executives
full_turns,487630,12,,12,22524323,Analysts
full_turns,487630,13,,13,22524324,Executives
full_turns,487630,15,,15,22524326,Analysts
full_turns,487630,16,,16,22524327,Executives
full_turns,487630,19,,19,22524330,Executives
full_turns,487630,20,,20,22524331,Executives
full_turns,487630,22,,22,22524333,Analysts
full_turns,487630,23,,23,22524334,Executives
full_turns,487630,25,,25,22524336,Analysts
full_turns,487630,26,,26,22524337,Executives
full_turns,487630,27,,27,22524338,Executives
full_turns,487630,33,,33,22524344,Executives
full_turns,487630,35,,35,22524346,Analysts
full_turns,487630,36,,36,22524347,Executives
full_turns,487630,38,,38,22524349,Analysts
full_turns,487630,39,,39,22524350,Executives
full_turns,487630,41,,41,22524352,Analysts
full_turns,487630,42,,42,22524353,Executives
full_turns,487630,45,,46,22524357,Analysts
full_turns,487630,46,,47,22524358,Executives
full_turns,487630,51,,52,22524363,Analysts
full_turns,487630,52,,53,22524364,Executives
full_turns,487630,53,,54,22524365,Executives
full_turns,487999,8,,8,22544749,Analysts
full_turns,487999,9,,9,22544750,Executives
full_turns,487999,10,,10,22544751,Executives
full_turns,487999,12,,12,22544753,Executives
full_turns,487999,17,,17,22544758,Analysts
full_turns,487999,18,,18,22544759,Executives
full_turns,487999,19,,19,22544760,Analysts
full_turns,487999,20,,20,22544761,Executives
full_turns,487999,22,,22,22544763,Analysts
full_turns,487999,23,,23,22544764,Executives
full_turns,487999,24,,24,22544765,Analysts
full_turns,487999,25,,25,22544766,Executives
full_turns,487999,26,,26,22544767,Executives
full_turns,487999,27,,27,22544768,Analysts
full_turns,487999,28,,28,22544769,Executives
full_turns,487999,38,,38,22544779,Executives
full_turns,487999,44,,44,22544785,Executives
full_turns,487999,51,,52,22544793,Analysts
full_turns,487999,52,,53,22544794,Executives
full_turns,487999,53,,54,22544795,Analysts
full_turns,487999,54,,55,22544796,Executives
full_turns,487999,55,,56,22544797,Executives
full_turns,487999,56,,57,22544798,Analysts
full_turns,487999,57,,58,22544799,Executives
full_turns,487999,60,,61,22544802,Analysts
full_turns,487999,61,,62,22544803,Executives
full_turns,487999,64,,65,22544806,Executives
full_turns,487999,65,,66,22544807,Executives
full_turns,487999,66,,67,22544808,Analysts
full_turns,487999,67,,68,22544809,Executives
full_turns,487999,73,,74,22544815,Executives
full_turns,488779,5,,5,22580259,Analysts
full_turns,488779,8,,8,22580262,Analysts
full_turns,488779,11,,11,22580265,Analysts
full_turns,488779,15,,15,22580269,Executives
full_turns,488779,18,,18,22580272,Executives
full_turns,488779,20,,20,22580274,Analysts
full_turns,488779,23,,23,22580277,Analysts
full_turns,488779,24,,24,22580278,Executives
full_turns,488779,26,,26,22580280,Analysts
full_turns,488779,27,,27,22580281,Executives
full_turns,488779,32,,32,22580286,Analysts
full_turns,488779,35,,35,22580289,Analysts
full_turns,488779,36,,36,22580290,Executives
full_turns,488779,38,,38,22580292,Analysts
full_turns,488779,39,,39,22580293,Executives
full_turns,488779,42,,42,22580296,Executives
full_turns,488779,44,,44,22580298,Analysts
full_turns,488779,47,,47,22580301,Analysts
full_turns,488779,50,,50,22580304,Analysts
full_turns,488779,51,,51,22580305,Executives
full_turns,488779,54,,55,22580309,Analysts
full_turns,488779,57,,58,22580312,Analysts
full_turns,491277,8,,8,22706868,Analysts
full_turns,491277,11,,11,22706871,Executives
